heart_rate,acc_x,acc_y,acc_z,acceleration_magnitude,sound_level,time_of_day,label
102.08,0.353,-0.691,-0.075,0.78,54.73,11,0
134.79,0.925,-2.006,2.278,3.173,89.5,8,2
38.29347381096692,-0.197,-0.072,-0.032,0.2121720999566154,23.43,17,0
70.56,-0.532,-0.277,-1.313,1.443,59.51,13,0
72.07,-0.012,0.128,-0.032,0.132,35.67,22,0
89.41,-0.149,0.273,0.299,0.431,52.06,18,0
117.57,2.804,-0.872,-0.209,2.944,77.73,7,1
81.3,-0.425,0.101,-0.563,0.713,59.09,13,0
115.38,-0.09,-0.216,0.423,0.483,52.62,4,0
85.19,-0.799,-0.751,-0.376,1.16,37.27,16,0
88.78,0.108,0.521,-0.713,0.89,47.64,4,0
80.47,-0.805,-0.845,0.26,1.196,60.08,9,0
119.15,-0.883,-2.246,-0.888,2.571,92.52,17,2
82.52,-0.661,-0.008,0.509,0.835,24.7,7,0
83.18,0.201,-1.359,-0.138,1.381,50.03,14,0
90.13,0.505,0.707,-0.092,0.874,27.45,23,0
97.31,-0.03,0.453,0.427,0.624,40.77,19,0
126.48,1.53,0.303,1.031,1.87,83.55,7,1
124.81,0.311,-1.633,-0.188,1.673,74.09,16,1
84.67,0.408,-0.336,-0.09,0.536,40.64,13,0
90.03,-0.198,0.689,-0.028,0.718,31.75,7,0
84.66,-1.209,-0.182,0.38,1.281,65.6,1,0
94.75,0.818,0.317,0.754,1.157,46.55,12,0
83.4,-0.172,-0.774,0.236,0.827,20.71,3,0
60.64,-0.985,-1.149,1.092,1.866,52.75,9,0
126.72,1.247,2.87,0.595,3.185,93.32,21,2
71.2,0.904,0.51,0.542,1.171,58.67,17,0
73.49,-0.841,-0.563,0.847,1.32,60.66,13,0
159.57,0.445,-2.565,0.198,2.611,94.22,23,2
111.27,-0.328,0.107,-1.776,1.809,69.3,19,1
103.51,-0.786,1.324,1.699,2.292,70.73,10,1
125.3,-0.213,-0.776,2.302,2.438,44.37,0,0
85.11,-0.153,0.156,-0.163,0.272,47.03,2,0
137.56,1.355,1.257,1.758,2.551,60.34,2,1
70.25,1.244,0.398,0.686,1.475,36.15,21,0
97.97,-0.98,-0.481,-0.953,1.449,47.62,1,0
96.15,-0.135,0.25,-0.992,1.032,55.22,17,0
123.65,-0.215,-1.535,-1.986,2.519,65.3,12,1
147.39,0.807,2.474,1.041,2.803,94.63,0,2
118.07,1.256,0.046,0.527,1.363,73.8,3,1
72.69,-0.76,0.362,0.725,1.112,29.4,4,0
66.6,-0.659,-0.548,-1.389,1.633,33.01,7,0
87.88,-0.132,0.033,0.199,0.241,58.49,23,0
99.16,0.185,0.234,-0.406,0.504,37.27,19,0
69.2,-0.236,0.138,-0.007,0.273,41.08,5,0
86.43,-1.298,-0.441,-0.918,1.65,62.79,18,0
117.64,1.739,-0.897,1.043,2.217,60.03,1,1
125.29,1.102,2.023,0.71,2.411,60.77,6,1
58.57,0.432,-0.474,-1.018,1.203,24.68,23,0
58.47,0.078,0.046,-1.122,1.125,32.9,9,0
109.26,0.735,-1.447,-1.228,2.035,62.92,10,1
153.29,1.326,-1.976,0.394,2.411,110.34,7,2
127.89,-1.015,0.887,-1.255,1.842,59.55,18,1
82.11,0.2,0.173,0.707,0.755,48.98,18,0
111.71,-0.06,0.973,-1.201,1.547,71.21,12,1
88.52,-0.788,-0.721,0.121,1.075,55.92,7,0
106.01,-0.586,1.391,0.478,1.583,60.59,15,0
94.45,0.589,-1.178,-0.195,1.331,23.07,5,0
137.9,1.912,1.292,-2.766,3.602,91.68,2,2
162.29,-1.16,0.311,-3.063,3.29,84.42,5,2
81.79,-1.874,0.83,-0.249,2.065,64.0,18,0
79.73,-0.078,0.131,-0.09,0.177,47.99,20,0
106.4,0.035,-1.996,1.128,2.293,71.16,15,1
86.99,-0.008,0.475,0.615,0.777,35.04,15,0
103.18,-0.189,1.043,0.817,1.338,24.2,4,0
104.36,0.972,-0.329,0.419,1.109,20.5,16,0
68.13,0.544,-1.169,-1.715,2.146,54.57,2,0
95.43,-0.384,0.263,-0.603,0.762,71.95,23,0
111.62,1.274,-0.326,1.745,2.185,66.87,16,1
126.85,0.126,-2.105,-0.22,2.12,79.32,17,1
129.85,-0.123,0.479,1.645,1.718,79.45,3,1
87.75,0.37,2.283,-0.127,2.317,24.96,1,0
83.8,-0.65,-0.518,0.414,0.928,37.87,8,0
155.49,-2.294,0.571,-0.207,2.373,95.79,8,2
125.2,-0.808,1.921,0.426,2.127,64.82,17,1
89.86,0.973,-0.495,-0.363,1.15,29.04,11,0
63.46,-0.022,0.069,-0.033,0.079,53.32,12,0
89.96,-0.06,-0.265,-0.102,0.29,27.38,17,0
97.33,-0.021,-0.274,-0.01,0.275,66.06,4,0
143.48432131913515,-1.849422581274031,-1.2977855784546397,-0.9240864716786861,2.4410135392723054,125.49870668042448,0,2
82.74,-0.597,-0.052,0.114,0.61,29.92,16,0
112.65,0.875,0.222,0.035,0.904,36.87,15,0
63.4,1.295,0.578,-0.945,1.704,83.07,6,0
107.97,0.303,0.439,-0.475,0.714,57.58,21,0
117.38,-0.035,-1.359,3.342,3.608,81.65,19,2
118.22,-1.79,-0.607,0.542,1.966,71.45,8,1
83.82,0.238,0.09,-0.002,0.255,33.71,4,0
152.94,2.215,-2.599,-1.116,3.592,83.7,10,2
64.82,-0.33,0.713,1.254,1.48,43.05,8,0
140.5,-2.201,1.4,0.35,2.631,99.61,21,2
139.77,1.246,-1.058,-3.327,3.707,95.34,21,2
86.89,-0.327,0.111,1.208,1.256,25.39,15,0
86.06,-0.656,-0.752,0.782,1.268,52.44,21,0
119.51,-1.11,2.044,-0.984,2.525,89.33,22,1
73.05,0.097,-0.102,0.234,0.274,50.69,3,0
95.83,0.225,1.026,-0.11,1.056,51.53,3,0
58.8,0.107,0.093,0.093,0.169,32.65,4,0
103.58,-0.319,-1.469,0.74,1.676,79.69,13,1
87.74,0.586,-0.674,-0.139,0.904,41.24,0,0
91.89,-0.388,0.263,-0.753,0.887,50.14,17,0
76.98,0.028,-0.353,-0.786,0.862,28.75,7,0
89.93,-0.518,0.303,0.75,0.96,40.48,13,0
81.42,-0.436,-1.053,-0.764,1.372,48.48,23,0
84.31,-0.014,0.021,0.658,0.658,36.81,13,0
93.34,-0.232,-0.376,-0.463,0.64,46.93,16,0
113.44,-0.603,0.4,-0.202,0.751,39.36,15,0
70.08,0.928,-0.828,0.038,1.244,55.22,13,0
115.01,-1.696,-0.946,-1.15,2.257,73.03,13,1
99.8,0.572,0.145,0.391,0.708,60.24,10,0
62.61,0.014,-0.027,0.022,0.037,33.74,13,0
76.42,-0.544,-0.114,-0.964,1.112,27.53,13,0
90.01,0.275,0.011,-0.058,0.282,44.79,9,0
66.37,-0.031,-0.18,0.097,0.207,46.26,6,0
111.13,-0.515,0.498,0.836,1.101,53.11,0,0
136.89,-3.602,-1.195,0.608,3.844,104.41,17,2
67.45,0.32,0.262,-0.529,0.672,24.71,5,0
78.4,-0.195,0.067,0.133,0.245,45.3,23,0
107.35,0.458,-0.604,1.211,1.428,67.87,20,1
91.95,0.361,0.559,0.646,0.928,21.68,7,0
92.86,0.33,-0.424,-0.501,0.735,20.96,23,0
88.27,-0.434,-0.189,-0.27,0.545,59.36,0,0
121.07,-1.449,1.244,1.365,2.347,83.53,4,1
91.51,0.686,-1.452,-0.383,1.651,74.27,9,1
113.82,-0.725,0.607,1.104,1.454,61.02,20,1
114.65,1.372,-1.05,1.435,2.246,73.19,0,1
66.99,-0.012,-0.303,-0.109,0.322,41.57,17,0
85.66,-0.041,-0.031,-0.188,0.194,33.71,0,0
75.86,0.308,0.27,-0.302,0.509,68.62,1,0
117.15,-0.961,0.115,-1.477,1.766,68.74,10,1
65.72,0.146,-0.206,-0.212,0.33,34.77,22,0
123.85,-0.506,1.373,-1.396,2.022,59.68,14,1
102.34,-0.068,0.734,-1.053,1.285,47.34,23,0
154.29,-1.871,-0.289,0.699,2.018,76.98,11,2
107.82,0.458,-0.718,0.169,0.868,58.31,9,0
83.54,0.117,-0.099,-0.208,0.258,52.59,23,0
142.11,3.411,1.209,-0.767,3.699,102.78,23,2
165.62,-0.199,2.6,-0.509,2.656,94.57,5,2
74.57,1.204,0.526,-0.98,1.64,40.41,17,0
85.55,0.268,-0.442,0.558,0.761,31.98,22,0
96.55,-0.11,0.802,-0.929,1.232,23.95,21,0
76.15,0.301,-0.266,-0.127,0.422,38.65,16,0
97.98,-0.972,1.564,-0.954,2.074,49.05,4,0
93.87,0.343,-0.139,-0.459,0.59,56.38,11,0
87.57,0.047,0.201,-0.254,0.327,55.28,22,0
108.23,0.481,-1.323,-0.565,1.517,49.27,5,0
125.26,0.377,0.617,0.482,0.868,53.81,5,0
130.58,-0.51,-3.514,1.593,3.892,109.01,17,2
110.27,1.143,-0.204,0.121,1.167,69.25,2,1
113.49,0.013,0.709,-0.099,0.716,30.81,4,0
127.49,-0.443,0.333,1.575,1.67,86.49,12,1
97.67,0.222,0.099,-0.099,0.262,60.38,17,0
120.47,-0.316,1.671,0.04,1.702,62.49,9,1
61.79,0.981,0.443,-0.246,1.104,62.52,16,0
84.09,-0.921,-0.741,0.575,1.314,35.64,19,0
97.95,1.002,-0.876,-0.36,1.378,44.82,19,0
79.91,-0.227,0.022,0.03,0.23,21.16,20,0
69.5,0.001,0.05,-0.084,0.098,68.59,4,0
87.73,-0.844,0.269,-0.269,0.926,36.89,7,0
76.02,-0.14,-1.049,0.079,1.061,50.08,1,0
70.03,-0.437,-0.511,0.359,0.762,29.7,16,0
100.88,-0.651,1.238,-0.345,1.441,44.65,7,0
131.75,-1.32,-0.293,-3.895,4.123,85.01,4,2
66.69,0.101,-0.114,-0.058,0.163,44.34,2,0
114.05,1.299,1.03,-1.568,2.282,77.64,10,1
64.59,-0.807,-0.428,0.698,1.15,24.73,1,0
64.55,-0.396,-1.094,-0.534,1.28,50.02,5,0
91.54,-0.188,-0.01,-0.08,0.204,47.12,19,0
71.07,0.044,-0.352,0.118,0.374,57.5,10,0
66.73,0.221,0.065,-0.133,0.266,43.92,11,0
92.0,0.338,-0.493,-0.697,0.918,40.89,8,0
100.22,0.337,0.067,-0.065,0.349,44.48,22,0
118.49,1.043,0.268,-2.448,2.674,85.56,23,2
86.98,0.025,0.694,0.346,0.776,51.79,17,0
89.18,0.318,0.284,-0.342,0.547,26.01,10,0
99.22,-1.451,0.004,-0.264,1.475,23.09,2,0
106.39,1.157,-0.115,0.195,1.179,48.88,1,0
115.04,1.345,0.522,-0.136,1.449,65.13,9,1
87.32,-0.385,0.226,0.091,0.455,43.94,6,0
121.68,0.063,-1.504,1.053,1.837,70.32,14,1
156.18,1.023,-3.265,-2.321,4.135,102.27,19,2
74.66,0.325,0.252,-1.99,2.032,24.04,14,0
68.72,-1.518,0.905,1.001,2.031,34.99,5,0
113.82,0.835,0.296,-0.903,1.265,66.66,12,0
77.8,-0.508,-0.559,0.745,1.061,32.14,14,0
71.18,0.306,0.845,0.502,1.029,21.55,15,0
81.69,0.456,-0.852,0.391,1.042,24.39,11,0
83.58,1.501,-0.296,-1.734,2.312,63.94,8,0
82.53,0.025,-0.046,-0.045,0.069,50.67,21,0
169.59,0.405,-1.691,-2.844,3.333,79.64,1,2
87.58,-0.273,-1.286,-0.094,1.318,61.43,5,0
95.63,-0.1,0.174,0.323,0.381,83.71,14,0
65.82,0.5,0.933,0.659,1.247,49.31,7,0
122.49,0.922,1.488,1.213,2.13,50.81,3,1
64.74,-0.062,0.521,0.027,0.526,70.47,6,0
113.19,-1.164,-0.084,1.607,1.987,62.59,20,1
130.0,1.136,-0.433,-1.329,1.801,22.9,12,0
95.18,0.233,1.445,-0.132,1.47,42.49,20,0
76.76,0.925,-0.337,0.115,0.992,59.7,21,0
100.16,0.255,-0.568,0.511,0.806,40.9,15,0
135.22,-4.029,-0.191,0.963,4.147,92.69,20,2
62.65,1.051,-1.013,-0.14,1.466,60.67,3,0
82.31,-0.444,-0.326,0.728,0.913,53.42,4,0
136.43,-1.614,-2.572,-0.991,3.194,106.8,3,2
61.02,-0.151,-0.381,-0.535,0.674,27.79,19,0
151.69,0.5,-1.299,-1.11,1.78,92.35,11,1
77.09,-0.073,-0.015,0.025,0.079,36.73,6,0
118.62,0.589,2.15,-0.867,2.392,84.52,9,1
71.2,-0.351,0.261,-0.211,0.486,40.81,15,0
68.13,-1.024,0.575,0.675,1.355,52.02,20,0
122.65,-0.017,1.574,0.288,1.6,69.25,15,1
64.58,1.215,-0.567,0.418,1.404,22.97,23,0
126.0,0.264,0.947,2.884,3.047,102.93,4,2
82.61,0.085,1.2,0.622,1.355,50.23,5,0
94.21,-0.923,-1.428,-0.179,1.709,60.68,7,0
78.92,-0.094,-0.786,0.492,0.932,26.1,8,0
69.35,-0.004,0.491,1.207,1.303,43.05,6,0
97.1,1.65,0.04,0.507,1.727,50.89,17,0
70.99,0.243,0.608,0.086,0.661,65.19,5,0
70.49,-0.377,-0.432,-0.105,0.583,39.63,14,0
113.99,-0.692,0.334,0.567,0.955,66.45,21,1
85.61,0.06,0.168,0.009,0.178,39.18,18,0
90.38,-0.122,-0.276,-0.105,0.32,36.68,20,0
106.28,0.136,0.044,-0.034,0.147,69.56,17,0
94.19,-0.103,-0.419,-1.224,1.297,48.41,16,0
69.71,0.335,-0.784,1.415,1.652,40.5,16,0
69.5,0.084,0.092,3.9539174786033016,3.955879602263533,34.46,19,0
102.94,-1.593,-0.655,0.53,1.802,80.41,5,1
71.89,-0.16,-0.965,0.687,1.195,40.58,15,0
150.84,2.923,2.81,0.812,4.135,103.21,11,2
112.16,-1.869,1.013,-1.507,2.606,83.29,6,1
65.06,-1.485,0.103,-0.555,1.589,27.1,19,0
150.12,0.486,2.037,1.675,2.682,106.27,15,2
106.58,-2.021,-0.436,1.467,2.535,68.41,22,1
92.31,-1.075,-0.355,-0.465,1.224,50.07,5,0
97.1,-0.328,-0.003,-0.097,0.342,40.51,16,0
84.75714429633298,0.6911434033916108,-1.3895859869741927,0.2494384815581807,1.571893118290436,41.04123837720708,8,0
91.32,1.077,0.312,0.463,1.213,76.24,14,0
129.34,-0.304,-0.034,0.747,0.807,29.97,12,0
81.89,0.128,0.219,0.065,0.262,37.28,8,0
80.13,0.776,-0.416,0.416,0.974,43.95,14,0
115.42,0.835,-0.381,-0.847,1.249,45.25,3,0
166.04,0.114,1.528,2.778,3.173,103.03,20,2
134.21,2.156,1.708,-1.052,2.945,98.07,5,2
105.82,-0.655,-1.521,-0.881,1.876,81.55,12,1
94.12,-0.655,0.498,0.473,0.949,36.2,15,0
95.56,0.839,-0.394,-0.139,0.937,22.35,22,0
105.82,-1.639,-0.628,-1.183,2.117,69.68,11,1
72.91,0.051,0.407,0.939,1.024,36.53,1,0
81.56,-0.775,-0.573,0.034,0.965,35.89,17,0
95.24,0.225,0.031,0.356,0.423,58.44,6,0
85.94,-0.257,0.104,0.644,0.701,63.41,20,0
94.04,1.382,1.685,-1.358,2.568,32.69,16,0
83.51,1.005,-1.165,0.241,1.557,56.85,22,0
109.29,1.606,-1.247,0.065,2.034,102.86,17,1
87.43,-0.363,0.54,-0.773,1.01,85.0,22,0
78.57,-1.213,0.491,0.661,1.466,52.7,16,0
77.58,-0.16,0.194,0.457,0.522,68.61,15,0
94.58,-0.896,-0.192,0.545,1.066,25.63,4,0
73.98,-0.047,0.095,-0.032,0.111,23.46,11,0
116.86,1.205,-1.085,1.446,2.173,74.33,19,1
69.48,0.632,-1.009,0.382,1.25,55.14,4,0
168.23,-1.921,1.662,-1.762,3.092,105.42,8,2
85.28,1.102,-0.796,0.065,1.361,58.2,23,0
80.84,-0.605,0.152,-1.324,1.464,41.68,21,0
87.02,0.233,1.117,0.3,1.18,51.1,21,0
62.56,-0.342,0.126,1.658,1.698,67.73,1,0
152.41,-3.106,-0.922,-2.013,3.815,98.69,14,2
106.41,-0.317,-1.332,-1.384,1.947,65.4,6,1
75.81,-1.836,-0.934,-0.013,2.06,52.84,1,0
83.54,0.232,-0.752,0.121,0.796,29.43,2,0
88.84,-0.696,-0.387,0.225,0.827,48.24,4,0
66.16,-1.016,0.9,-1.245,1.842,28.63,21,0
106.53,-0.143,-0.043,0.49,0.512,28.22,18,0
70.35,-0.494,-0.191,1.093,1.214,50.65,2,0
120.68,-1.13,0.977,-1.405,2.051,72.08,5,1
101.65,-0.503,0.574,-0.846,1.139,35.89,10,0
154.83,-2.788,2.756,-0.255,3.928,92.69,22,2
129.92,-1.277,-1.349,-0.342,1.889,65.7,8,1
74.97,-0.23,-0.711,-0.845,1.128,36.22,15,0
93.01,-1.139,-1.767,0.377,2.136,65.61,7,0
102.32,1.364,0.666,0.434,1.579,74.44,16,0
67.32,0.338,0.377,-0.25,0.565,34.16,22,0
63.88,-0.131,-0.365,1.236,1.296,18.58,3,0
86.45,-0.08,-0.178,0.116,0.227,22.64,0,0
112.8,1.715,0.882,-0.998,2.171,60.84,12,1
123.15,0.815,0.889,0.924,1.519,82.94,11,1
102.77,-1.367,0.533,-0.638,1.6,73.27,13,1
125.11,0.819,0.632,2.251,2.477,80.04,18,1
129.38,0.541,-0.591,0.54,0.967,35.99,10,0
70.11,0.586,0.056,-0.367,0.694,41.55,21,0
129.48,0.221,-1.494,-0.441,1.573,68.76,16,1
104.44,0.81,2.059,-2.361,3.236,70.34,20,1
78.23,-0.07,0.037,0.419,0.426,42.06,13,0
78.17,0.181,-0.209,-0.845,0.889,29.22,13,0
117.01,-0.985,1.326,2.021,2.61,68.43,1,1
108.55,-0.756,-1.475,-1.601,2.304,64.47,21,1
133.28,2.582,1.12,1.441,3.162,81.04,13,2
119.62,0.758,-1.451,-1.553,2.256,80.08,5,1
78.99,-0.378,-0.426,0.707,0.908,33.56,16,0
73.02,0.813,-0.425,0.295,0.964,28.82,13,0
63.55,-0.068,-0.305,-0.468,0.563,46.29,14,0
91.67,0.533,-1.198,0.535,1.417,25.59,5,0
170.83,-1.518,3.04,0.165,3.402,99.23,2,2
87.03,0.46,0.024,0.598,0.754,63.05,6,0
106.57,-0.485,0.259,0.67,0.867,55.03,2,0
83.94,0.797,-0.158,0.596,1.008,33.09,13,0
75.06,0.215,-0.009,0.032,0.218,82.02,3,0
121.23,-1.144,0.362,-1.952,2.291,98.78,14,2
92.5119097384979,1.8531165013240933,2.061653100346085,-0.2201616888660442,2.7808138094612915,64.78730100335092,13,0
133.71,-2.849,-1.427,-0.671,3.256,107.01,15,2
96.97,-1.063,-0.289,0.782,1.351,24.19,21,0
92.39,-0.451,0.117,-1.14,1.232,53.85,18,0
118.84,-0.297,-0.44,1.586,1.672,82.22,9,1
65.25,-0.815,-0.907,0.595,1.356797331954924,111.15166528762346,20,0
87.79,0.682,-0.202,0.774,1.051,53.99,0,0
76.68,0.485,-0.513,-0.027,0.706,46.83,14,0
71.07,-0.016,-0.564,0.448,0.72,55.52,2,0
140.8,-1.756,-2.534,0.28,3.095,82.5,3,2
65.89,-0.098,0.623,0.393,0.743,37.52,0,0
123.54,-3.069,-2.244,-0.802,3.885,92.21,6,2
100.72,-0.041,0.149,0.013,0.155,19.84,8,0
70.38,-0.525,-0.031,1.306,1.408,34.88,11,0
65.46,-1.952,0.224,-1.331,2.373,59.25,4,0
64.01,-0.185,-0.058,-0.004,0.194,47.48,23,0
67.6,-0.131,-0.385,-0.023,0.408,22.89,21,0
84.57,0.053,-1.506,-0.084,1.509,23.48,4,0
36.5685605579813,1.403,-0.679,-1.026,1.866045551426867,80.72,19,1
127.03,-0.668,0.315,0.098,0.745,66.61,19,1
157.44,-1.02,0.203,-3.56,3.708,105.53,2,2
75.36,-0.045,-0.111,0.254,0.28,74.47,0,0
105.69,0.641,-0.914,0.521,1.232,74.58,8,1
89.27,-0.866,0.857,1.099,1.641,28.49,6,0
79.78,-0.499,-0.981,0.28,1.136,44.79,3,0
86.45,0.49,-0.543,0.169,0.75,35.96,10,0
93.61,-1.95,-0.378,0.402,2.026,60.76,17,0
79.23,-0.026,-0.015,-0.085,0.09,23.26,11,0
111.68688832057923,0.8815685507719007,-0.5430164449702282,-2.091080419005175,2.333376799397181,123.63447255786119,20,2
65.32,0.031,-0.375,0.797,0.882,50.75,14,0
77.17,0.556,0.131,0.03,0.572,44.54,6,0
63.47,-0.97,0.032,0.026,0.971,20.99,12,0
148.41,-1.154,-2.396,2.162,3.427,102.09,15,2
137.31,1.433,0.585,-0.37,1.591,65.32,4,1
81.15,-0.621,-1.509,0.896,1.862,25.68,3,0
142.18,-0.649,-2.108,0.053,2.206,75.69,4,1
73.94,-0.114,-0.015,0.86,0.867,65.42,16,0
145.26,-0.939,1.332,-2.588,3.058,96.24,9,2
112.72,-0.589,-0.119,0.378,0.71,24.87,15,0
135.24,0.777,0.855,0.992,1.523,77.28,6,1
81.17,-0.417,-0.428,0.757,0.965,39.16,4,0
73.18,-1.514,-0.187,-0.446,1.589,29.79,21,0
87.38,1.11,1.132,-0.393,1.633,49.15,8,0
56.69,0.09,0.13,-0.021,0.159,32.26,9,0
92.55,0.666,0.943,-1.37,1.792,33.83,9,0
91.22,-0.16,-0.046,0.249,0.299,58.12,5,0
76.87,0.199,0.093,-0.198,0.296,23.07,2,0
134.06,0.349,0.344,-2.424,2.473,88.67,15,2
107.84,0.887,-0.144,-1.294,1.575,78.5,18,1
104.44,0.278,-0.602,1.446,1.591,65.82,20,1
103.38,0.286,-0.905,0.836,1.265,61.53,0,0
107.12,1.588,0.014,-0.378,1.633,62.04,4,1
115.98,-0.784,0.641,0.385,1.084,55.65,16,0
93.82,-0.011,-0.842,-0.181,0.861,40.15,14,0
131.28,-0.116,2.104,1.658,2.681,101.1,15,2
78.29,-0.282,-0.121,-0.346,0.463,47.83,13,0
126.67,-2.392,-1.206,1.714,3.18,82.52,11,1
74.55,0.452,0.237,-0.828,0.973,46.34,16,0
71.85,0.109,-0.149,0.92,0.939,24.91,19,0
92.01,-1.494,0.141,-0.591,1.613,66.59,19,0
162.94,1.437,-3.279,-0.363,3.598,89.88,19,2
163.04,-1.696,-2.842,-0.332,3.326,96.0,20,2
154.41,1.931,2.0,-2.489,3.732,90.52,17,2
113.95,-0.17,-0.275,-0.017,0.324,16.47,8,0
98.14,1.634,0.318,-1.289,2.106,82.0,5,1
92.76,-0.294,-0.261,0.728,0.827,58.75,15,0
103.31,-0.701,0.292,-2.866,2.965,80.61,13,1
76.36,-0.093,-0.357,0.411,0.552,52.69,23,0
84.2,0.586,0.633,-0.013,0.863,85.0,11,0
71.41,-0.082,-0.035,0.061,0.108,45.63,16,0
69.83,-0.333,-1.238,-0.213,1.299,41.3,10,0
81.91,-0.461,0.075,0.269,0.539,68.21,19,0
155.61,-0.903,-0.122,3.456,3.574,98.51,12,2
72.24,-1.084,-0.289,0.89,1.432,39.93,17,0
171.45,-0.741,-2.075,2.677,3.467,95.58,8,2
67.78,-0.482,0.013,0.169,0.511,56.3,6,0
67.21,0.308,0.057,0.466,0.561,33.0,13,0
97.9,-1.2,-0.795,0.253,1.462,21.89,0,0
113.02,-1.127,1.328,-1.565,2.342,67.95,5,1
136.75,-0.513,-1.401,3.529,3.831,103.88,18,2
62.0,-0.003,0.053,-0.013,0.054,28.42,8,0
91.3,-0.255,0.18,0.808,0.867,42.88,22,0
67.61,0.565,-0.873,0.256,1.071,42.26,18,0
99.37,0.081,0.037,0.001,0.089,59.09,4,0
106.43,-2.14,0.459,-1.259,2.525,62.44,12,1
96.09,-0.897,0.153,0.837,1.236,41.99,22,0
168.88,-2.101,-0.878,0.335,2.302,79.73,17,2
128.04,-0.955,-0.271,-2.09,2.314,77.06,20,1
83.23,-0.21,-0.265,1.115,1.165,29.46,5,0
66.09,0.707,-0.371,0.766,1.107,85.0,2,0
113.6,-0.846,0.936,-0.421,1.33,20.18,23,0
86.43,0.176,-0.168,0.222,0.33,35.74,14,0
74.96,0.023,0.627,-1.021,1.198,30.97,6,0
64.33,-0.069,0.198,0.245,0.323,31.77,4,0
73.8,-0.632,-0.04,1.329,1.472,47.49,17,0
97.32,-0.772,1.896,0.63,2.142,79.83,6,1
93.19,0.32,-0.657,0.351,0.811,35.63,20,0
149.93,0.718,3.36,-1.277,3.665,95.2,16,2
70.56,-0.001,-0.081,-0.042,0.091,42.85,2,0
89.71,0.205,-0.305,0.135,0.391,58.77,0,0
56.0,-0.431,-0.536,0.413,0.803,61.31,2,0
85.7,0.522,-0.023,0.135,0.54,79.67,12,0
75.62,0.208,-0.381,-1.279,1.35,37.95,14,0
91.18,-0.199,0.101,-0.017,0.224,32.82,1,0
99.98,0.042,-0.065,0.0,0.077,51.93,4,0
131.46,0.85,-0.973,-1.948,2.337,71.86,1,1
101.3,0.635,1.057,1.041,1.613,81.05,13,1
88.27,0.163,-0.158,-0.142,0.267,25.37,17,0
122.41,-0.012,-0.033,-0.09,0.097,54.76,13,0
105.4,0.035,-2.285,0.684,2.385,73.57,3,1
145.29,-1.129,2.97,0.489,3.214,96.46,6,2
95.61,-0.019,-0.352,-0.091,0.364,46.18,2,0
112.78,-0.292,1.614,1.61,2.298,74.1,21,1
111.46,0.317,-0.624,-3.687,3.753,108.86,10,2
88.3,0.48,-0.734,0.292,0.924,74.96,13,0
64.65,0.658,-0.483,1.247,1.491,59.22,3,0
111.39,1.041,-1.285,-0.024,1.653,84.16,22,1
80.75,0.222,-0.208,-0.023,0.305,28.34,23,0
81.37542516675686,-0.26258605251243305,-2.23178033092949,0.4379369950118943,2.2894505218715375,37.45963959705011,21,0
84.66,-0.095,-0.176,0.907,0.929,35.42,23,0
92.09,-0.149,0.429,-0.871,0.982,76.93,22,0
114.03,0.257,-1.03,1.253,1.642,62.78,12,1
87.91,-0.884,0.594,-1.335,1.708,75.44,13,0
119.02,0.638,-1.803,-1.449,2.4,68.46,19,1
99.21,-0.408,-0.653,-0.228,0.803,67.68,22,0
75.52,0.121,0.102,0.003,0.158,35.7,3,0
113.31,0.336,1.488,0.048,1.526,56.32,10,1
123.87,0.349,-0.507,-0.004,0.616,24.2,10,0
99.16,0.34,-0.338,0.411,0.632,32.48,0,0
119.59,0.777,-0.951,-1.273,1.768,69.25,15,1
82.67,-0.617,-0.824,-0.436,1.118,70.95,18,0
96.8,0.26,0.623,0.773,1.026,52.68,20,0
80.05,0.095,0.303,-0.259,0.41,42.7,4,0
97.29,0.268,-0.809,-0.871,1.219,21.72,1,0
64.1,-0.821,0.682,-1.031,1.484,54.9,19,0
109.57,0.086,0.015,-0.021,0.089,28.59,9,0
112.44,1.105,1.223,0.333,1.681,63.81,0,1
86.36,-0.098,-0.039,-0.162,0.193,43.74,22,0
120.48,-3.584,-0.108,-0.537,3.626,108.28,22,2
86.35,-0.124,-0.069,-0.597,0.613,33.06,0,0
79.9,0.873,-0.572,-0.745,1.282,74.3,9,0
130.68,-0.071,1.435,1.208,1.877,68.57,18,1
63.84,-0.497,0.041,-0.301,0.582,59.93,18,0
103.58,1.018,0.297,0.963,1.432,40.02,20,0
88.09,-0.109,-0.191,-0.057,0.228,55.21,19,0
89.17,-1.496,0.359,0.311,1.57,26.42,3,0
61.25,1.058,-0.256,0.531,1.211,43.65,9,0
127.71,0.938,-2.241,0.605,2.504,66.33,9,1
70.03,0.546,0.129,0.16,0.583,45.25,4,0
69.67,0.509,0.476,1.325,1.498,45.92,9,0
65.61,-0.155,1.179,-0.591,1.328,33.5,10,0
105.03,0.371,0.049,0.919,0.992,24.54,12,0
61.25,-0.756,-0.11,0.231,0.798,39.17,12,0
156.51,1.899,0.604,-1.507,2.499,86.25,23,2
89.06,-0.212,0.239,-0.094,0.333,46.95,12,0
88.88,0.741,0.758,0.235,1.086,70.81,13,0
69.06,-0.503,-0.307,-0.076,0.594,52.88,23,0
128.14,-2.097,1.137,1.499,2.817,87.89,6,2
